x,y,f(x),class
-0.583853807311842,0.724155201291846,1.54705656049564,a
0.36988721377882,0.357768868527177,0.538448216038392,a
-0.011297731644572,-0.466821034163051,0.218304794157999,a
0.586518502245164,-0.747232732578859,1.590368617065,a
0.121308708525021,-0.389760656230994,0.196060777437641,a
0.878219048928372,0.231907894440933,2.36758736520599,a
0.999716930905954,0.785636110249254,3.61552592354764,a
0.685606345611017,-0.028691154878281,1.41099136579453,a
-0.129286788976952,-0.688973136357885,0.524829204034733,a
0.512145101488748,-0.090254703531687,0.795023726446352,a
0.994136830763015,0.193995700682313,3.00255844672182,a
-0.751189189571196,-0.933523078779258,2.56432093419939,a
-0.435846431296823,0.64156513101906,0.981492152362033,a
-0.443616920118508,0.2407660914984,0.648356226261708,a
-0.08947847680157,0.82879407359165,0.710918809852828,a
0.17715512991887,-0.096683589497865,0.103499536647907,a
0.861365515977633,0.150881024027908,2.24861673975795,a
0.002222439158807,0.74525842730097,0.555424941170559,a
0.480047119188328,0.129663738391613,0.708148394976728,a
0.839359211266615,-0.439193722478477,2.30646278247884,a
0.939584000362121,0.722667422899939,3.1707024853303,a
-0.653343007226774,0.511684328775598,1.54239210759091,a
-0.150197807420757,-0.531449253314944,0.35011645291102,a
-0.640041626682945,-0.487355668576493,1.46647539935449,a
-0.291014508214821,-0.021219259988766,0.254518588969013,a
0.802783906784797,0.702327610206409,2.42665007503623,a
-0.139277799016778,0.865458769346765,0.807213797336091,a
-0.845746778964624,0.970756541573731,3.0882311053953,a
-0.430096357542308,-0.341127422339239,0.671316548585296,a
-0.909896713273565,0.744169913832669,3.03752494713183,a
0.590123270409257,0.810109468929845,1.70101377448535,a
0.099192588812107,0.700564916221715,0.520308710866482,a
-0.044117323962133,-0.997187739708085,1.00022240304486,a
0.917870186425309,0.232763525514933,2.58163589619544,a
0.13362341258418,0.405273228872374,0.217812039212566,a
-0.522349134177315,-0.070489826042157,0.823514669502825,a
-0.455868755207994,0.721904204089283,1.14459464580644,a
-0.621172991679087,-0.850641201785425,1.88115811094959,a
0.180754528026016,-0.406261653152716,0.263065129028101,a
-0.761609599969976,-0.872851344297883,2.5020170175419,a
0.449735733238433,0.260892142385567,0.674851399213064,a
-0.052276684685423,-0.767773616788192,0.597674881921119,a
-0.71953711658304,0.873935024638965,2.31696341371261,a
-0.053077669468319,-0.302310643003766,0.099843441861915,a
0.792231441503076,0.158038923268673,1.90786827198605,a
0.648577100246308,-0.080059283650086,1.26836625379029,a
-0.38563046184109,-0.719832945243686,0.964292028357517,a
-0.134627578843158,0.414035268754291,0.22579895872795,a
0.884616761244846,0.921446996526188,3.1967050102331,a
0.762899291157392,-0.829554063530608,2.4342059296655,a
0.92428757568949,-0.610771081209204,2.93596388136332,a
-0.783032732117675,-0.790246364387238,2.46391009513026,a
0.353931184203322,0.808798571950252,1.02995697944346,a
0.708327265032973,0.195222911640573,1.5432945283967,a
-0.107154411759766,0.178907207362105,0.066453992724851,a
-0.176918919929904,0.209261602853711,0.137691331116395,a
-0.7904648177611,0.662366424595378,2.31323316478553,a
-0.944284070949011,-0.772630322145636,3.27197483464298,a
0.739099161159595,-0.453818330407044,1.84475378709389,a
-0.119899561880802,0.67171627011609,0.494330462356297,a
-0.255857228299168,-0.624344575480656,0.586194912750918,a
-0.989903624740181,-0.553167752766465,3.24572212152195,a
-0.656690445462614,-0.577992752070511,1.6278026449317,a
0.550396634053965,-0.723124973054553,1.43171909098895,a
0.680328638991092,0.126608095922966,1.40457078104765,a
0.697278704412915,0.732844978839771,1.99565453789392,a
0.507242712161369,-0.988232181640135,1.74848835195169,a
0.673967024391961,0.156682539336978,1.38724406803635,a
-0.040321779417849,0.724172421353816,0.529303233535713,a
-0.749698964469035,-0.527630777842503,1.96453984970452,a
0.663641604342622,0.56803946257261,1.64392936808313,a
-0.157328985788604,-0.010827609115154,0.074374466426963,a
0.088530071095889,-0.313983587722549,0.122098413823853,a
0.710262962479136,0.649021748917153,1.9346496581764,a
0.542610590585639,0.388683032996263,1.03435325918626,a
0.158915987669586,0.84092014886177,0.782909570172702,a
-0.367123148746582,0.928675561266732,1.2667765171309,a
0.604025922758112,0.540762167301362,1.38696566767583,a
0.331228620717472,-0.677193975263026,0.787728877679737,a
0.305752442625736,-0.065510096718417,0.284745241286869,a
-0.405616737999263,-0.408013555263393,0.660049875714162,a
-0.68529094814266,0.23802544955502,1.46552716545467,a
0.777841614737508,0.777105930385287,2.41900635989234,a
-0.20344224872436,-0.411977265360341,0.293891512871857,a
